,id,fecha,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia,tiempo,region_origen,region_destino
500,124092659,2021-07-30,-14.8369,-74.94228,-14.8405,-74.93534,1501.0,212.0,Ica,Ica
501,124091587,2021-07-26,-11.96508,-77.12267,-12.0893,-77.06344,20388.0,2679.0,,Lima
502,124090890,2021-07-24,-16.33476,-71.54849,-16.4841,-71.50074000000001,22858.0,3080.0,Arequipa,Arequipa
503,124090236,2021-07-22,-12.18654,-76.94859,-12.09883,-77.04162,23465.0,2178.0,Lima,Lima
504,124088792,2021-07-19,-5.20156,-80.64625,-5.17533,-79.97211999999999,106715.0,6450.0,Departamento de Piura,Departamento de Piura
505,124091925,2021-07-27,-8.0328,-79.07095,-8.1188,-79.01924000000001,13564.0,2049.0,La Libertad,La Libertad
506,124088883,2021-07-20,-16.45148,-71.51657,-16.62153,-71.42972,33488.0,3774.0,Arequipa,Arequipa
507,124089645,2021-07-21,-13.53988,-71.9177,-13.54963,-71.93812,6178.0,1125.0,Cusco,Cusco
508,124091371,2021-07-26,-12.1555,-76.98004,-12.1397,-77.03734,12420.0,1591.0,Lima,Lima
509,124092228,2021-07-28,-12.94219,-76.38586,-12.8075,-76.57474,35964.0,2065.0,Lima,Lima
510,124091595,2021-07-26,-11.96512,-77.12292,-12.0389,-77.08374,15079.0,1771.0,,
511,124090817,2021-07-24,-7.18025,-78.48965,-7.15403,-78.53014,6249.0,1260.0,Cajamarca,Cajamarca
512,124093564,2021-08-01,-16.43615,-71.52178,-16.3707,-72.19774000000001,103609.0,7101.0,Arequipa,Arequipa
513,124092304,2021-07-28,-12.07237,-76.98165,-12.0487,-77.05154,15018.0,1507.0,Lima,Lima
514,124090605,2021-07-23,-12.10041,-77.00192,-12.0924,-76.96714,5818.0,886.0,Lima,Lima
515,124092820,2021-07-30,-5.177971,-80.67288,-4.917129999999999,-80.72814000000001,36972.0,2486.0,Departamento de Piura,Departamento de Piura
516,124091204,2021-07-25,-11.41697,-75.69789,-11.1473,-74.64554,184492.0,14112.0,Junín,Junín
517,124089483,2021-07-21,-15.48806,-70.1322,-15.32363,-69.35022,115268.0,9588.0,Puno,Puno
518,124093093,2021-07-31,-11.9575,-77.00764,-12.0628,-77.02014,14531.0,2415.0,Lima,Lima
519,124091136,2021-07-25,-8.12042,-79.02032,-7.930449999999999,-78.56784,72297.0,5766.0,La Libertad,La Libertad
520,124092772,2021-07-30,-8.128738,-79.04436,-8.087,-79.05344000000001,7101.0,1043.0,La Libertad,La Libertad
521,124090617,2021-07-23,-11.96478,-77.12251,-12.1033,-77.07064,20324.0,2235.0,,Lima
522,124092579,2021-07-29,-15.48936,-70.132,-15.3033,-70.26104000000001,26996.0,1689.0,Puno,Puno
523,124090498,2021-07-23,-13.44459,-76.1356,-13.5964,-76.15364000000001,17825.0,964.0,Ica,Ica
524,124090926,2021-07-24,-5.199583,-80.636,-5.372719999999999,-80.74264000000001,26722.0,2484.0,Departamento de Piura,Departamento de Piura
525,124093090,2021-07-31,-12.0199,-77.02881,-12.0895,-76.99344,13212.0,1705.0,Lima,Lima
526,124092946,2021-07-30,-12.15593,-76.97994,-12.1597,-76.98554,4252.0,543.0,Lima,Lima
527,124091694,2021-07-26,-12.18221,-76.99603,-16.4222,-71.53344,988081.0,56609.0,Lima,Arequipa
528,124091200,2021-07-25,-11.96495,-77.12253,-11.984,-76.99624,29946.0,3594.0,,Lima
529,124091216,2021-07-25,-11.96495,-77.12253,-12.0495,-77.06344,16095.0,2079.0,,Lima
530,124092356,2021-07-28,-5.167091,-80.66293,-5.09723,-81.09614,52927.0,2709.0,Departamento de Piura,Departamento de Piura
531,124090717,2021-07-23,-11.99266,-77.12611,-11.8311,-77.04424,28327.0,3142.0,,Lima
532,124090159,2021-07-22,-16.38552,-71.54845,-16.37223,-71.54692,2705.0,520.0,Arequipa,Arequipa
533,124093571,2021-08-01,-12.00825,-77.1272,-12.0611,-77.12094,6144.0,724.0,,
534,124093116,2021-07-31,-12.15579,-76.97987,-12.1501,-77.02874,9837.0,1272.0,Lima,Lima
535,124088853,2021-07-20,-16.33479,-71.54847,-12.05223,-77.05752,1016762.0,56702.0,Arequipa,Lima
536,124089311,2021-07-20,-6.483832,-76.36058,-6.39648,-76.63942,41589.0,3223.0,San Martín,San Martín
537,124090015,2021-07-22,-11.96519,-77.12257,-12.01393,-77.10512,9013.0,1093.0,,
538,124089439,2021-07-21,-11.96516,-77.12261,-11.99883,-77.10141999999999,5850.0,1262.0,,Lima
539,124089263,2021-07-20,-11.98656,-77.12461,-11.89323,-77.04202,19392.0,2382.0,,Lima
540,124088245,2021-07-19,-6.482244,-76.36214,-6.517169999999999,-76.35302,6197.0,914.0,San Martín,San Martín
541,124088751,2021-07-19,-12.01752,-77.00129,-12.16263,-76.98792,20299.0,2032.0,Lima,Lima
542,124091942,2021-07-27,-11.91136,-77.12868,-12.0125,-76.88014,43295.0,3650.0,,Lima
543,124092402,2021-07-28,-12.94219,-76.38586,-12.5494,-76.72974,78608.0,4115.0,Lima,Lima
544,124090574,2021-07-23,-11.96521,-77.12272,-11.974,-77.09714000000001,4058.0,1027.0,,Lima
545,124088588,2021-07-19,-3.756464,-73.26788,-3.75944,-73.27351999999999,1110.0,182.0,Loreto,Loreto
546,124089205,2021-07-21,-12.94197,-76.3857,-13.01253,-76.46791999999999,26231.0,1791.0,Lima,Lima
547,124092337,2021-07-28,-16.45166,-71.51167,-16.4841,-71.50074000000001,5610.0,952.0,Arequipa,Arequipa
548,124089040,2021-07-20,-12.04111,-77.1012,-11.93453,-76.96352,25847.0,3514.0,,Lima
549,124091082,2021-07-25,-11.99407,-75.26412,-12.0728,-75.21674,12681.0,1943.0,Junín,Junín
550,124091912,2021-07-27,-12.05447,-77.01488,-12.44,-76.78134,61731.0,4268.0,Lima,Lima
551,124090088,2021-07-22,-12.57697,-76.69595,-12.58413,-76.70822,1391.0,293.0,Lima,Lima
552,124088539,2021-07-19,-13.165,-74.21442,-13.13583,-74.23472,5999.0,1252.0,Ayacucho,Ayacucho
553,124089048,2021-07-20,-12.94639,-76.38345,-13.24233,-76.29621999999999,57297.0,2879.0,Lima,Lima
554,124093430,2021-08-01,-12.58315,-69.20451,-12.5934,-69.20364000000001,1637.0,446.0,Madre de Dios,Madre de Dios
555,124088563,2021-07-19,-5.172854,-80.65681,-5.18037,-80.66242,1758.0,268.0,Departamento de Piura,Departamento de Piura
556,124089547,2021-07-21,-16.38563,-71.54843,-16.42643,-71.54002,6678.0,1113.0,Arequipa,Arequipa
557,124093552,2021-08-01,-7.180252,-78.48965,-7.346839999999999,-78.35564000000001,44302.0,5417.0,Cajamarca,Cajamarca
558,124088494,2021-07-19,-16.28395,-69.28895,-15.30363,-70.25972,176175.0,11281.0,Puno,Puno
559,124091926,2021-07-27,-11.9661,-77.1226,-11.8226,-77.13584,18029.0,1989.0,,
560,124089271,2021-07-20,-5.201522,-80.64635,-5.08747,-81.15432,66173.0,3900.0,Departamento de Piura,Departamento de Piura
561,124093432,2021-08-01,-3.558448,-80.419,-3.57722,-80.45514,9970.0,1143.0,Tumbes,Tumbes
562,124092844,2021-07-30,-6.775546,-79.83973,-6.134569999999999,-79.69584,82916.0,6150.0,Lambayeque,Lambayeque
563,124091369,2021-07-26,-12.15577,-76.98017,-12.0834,-77.03204000000001,15777.0,1316.0,Lima,Lima
564,124091212,2021-07-25,-11.96495,-77.12253,-11.97,-77.07094000000001,7931.0,1846.0,,Lima
565,124093525,2021-08-01,-9.111002,-78.55061,-9.13738,-78.53604,3639.0,611.0,Ancash,Ancash
566,124091858,2021-07-26,-11.97346,-77.07671,-12.068,-77.08674,14072.0,2081.0,Lima,Lima
567,124091594,2021-07-26,-12.15582,-76.98003,-12.1911,-76.96734000000001,5076.0,653.0,Lima,Lima
568,124088834,2021-07-19,-14.03884,-75.69874,-14.05173,-75.71292,3386.0,536.0,Ica,Ica
569,124089159,2021-07-20,-12.78105,-74.99228,-12.71903,-74.63922,75619.0,8635.0,Huancavelica,Huancavelica
570,124089022,2021-07-20,-16.34246,-71.54032,-17.024929999999998,-72.02821999999999,128016.0,8496.0,Arequipa,Arequipa
571,124090686,2021-07-23,-11.96513,-77.1226,-12.0461,-76.96254,30629.0,3378.0,,Lima
572,124088363,2021-07-19,-12.15102,-76.96071,-12.19033,-77.03072,11742.0,2286.0,Lima,Lima
573,124088186,2021-07-19,-3.795089,-73.30694,-3.77692,-73.26881999999999,5726.0,951.0,Loreto,Loreto
574,124090087,2021-07-22,-12.15562,-76.97999,-12.09033,-77.01992,13341.0,953.0,Lima,Lima
575,124090331,2021-07-23,-17.99194,-70.25442,-18.0136,-70.86524,82746.0,4532.0,Tacna,Tacna
576,124093618,2021-08-01,-12.00825,-77.1272,-12.0791,-77.11724000000001,8763.0,1116.0,,
577,124088736,2021-07-19,-11.96502,-77.12262,-12.02683,-77.00511999999999,20165.0,2700.0,,Lima
578,124091791,2021-07-26,-9.136922,-78.52204,-10.0159,-78.18854,123000.0,6544.0,Ancash,Ancash
579,124089329,2021-07-21,-12.11982,-76.99744,-12.12743,-77.00301999999999,1996.0,392.0,Lima,Lima
580,124090752,2021-07-24,-12.09157,-77.03286,-12.0985,-77.04294,2184.0,455.0,Lima,Lima
581,124092792,2021-07-30,-11.96506,-77.12268,-11.9419,-76.97724000000001,36678.0,4373.0,,Lima
582,124089785,2021-07-21,-5.204357,-80.6437,-5.17533,-79.97211999999999,96328.0,6469.0,Departamento de Piura,Departamento de Piura
583,124093558,2021-08-01,-15.49014,-70.13252,-16.4465,-69.15824,174036.0,10777.0,Puno,Puno
584,124091717,2021-07-31,-5.218818,-80.62936,-5.372719999999999,-80.74264000000001,23068.0,2187.0,Departamento de Piura,Departamento de Piura
585,124092573,2021-07-29,-12.58312,-69.2044,-12.6004,-69.19244,2955.0,492.0,Madre de Dios,Madre de Dios
586,124088895,2021-07-20,-7.409362,-79.56154,-7.239619999999999,-79.42242,33388.0,2787.0,La Libertad,La Libertad
587,124093614,2021-08-01,-12.01073,-77.08926,-12.0536,-76.93844,23793.0,2629.0,Lima,Lima
588,124089448,2021-07-19,-9.05435,-78.5844,-9.51898,-78.27821999999999,187939.0,10553.0,Ancash,Ancash
589,124089964,2021-07-22,-11.9768,-77.01405,-12.30883,-76.83422,50557.0,4064.0,Lima,Lima
590,124091589,2021-07-26,-11.97261,-75.26583,-12.0728,-75.22704,14503.0,1893.0,Junín,Junín
591,124090687,2021-07-23,-11.96513,-77.1226,-11.8311,-77.04424,24461.0,2943.0,,Lima
592,124091326,2021-07-25,-12.15567,-76.98005,-12.01,-76.84434,32612.0,2725.0,Lima,Lima
593,124091163,2021-07-25,-11.96485,-77.12289,-12.0871,-77.04314000000001,22921.0,3084.0,,Lima
594,124090613,2021-07-23,-12.10999,-76.97282,-12.0924,-76.96714,2162.0,377.0,Lima,Lima
595,124087724,2021-07-19,-12.1554,-76.97992,-12.13073,-77.03532,14308.0,1741.0,Lima,Lima
596,124089652,2021-07-21,-11.98069,-76.99229,-12.02683,-77.00511999999999,6891.0,1127.0,Lima,Lima
597,124091016,2021-07-24,-7.167337,-78.50594,-7.15666,-78.52584,2964.0,661.0,Cajamarca,Cajamarca
598,124090477,2021-07-23,-5.17963,-80.67813,-5.22892,-80.63794,14137.0,970.0,Departamento de Piura,Departamento de Piura
599,124092077,2021-07-27,-12.15574,-76.98003,-12.1499,-76.98894,3401.0,496.0,Lima,Lima
600,124092268,2021-07-28,-11.96664,-77.12257,-11.9194,-77.02704,18021.0,2909.0,,Lima
601,124089288,2021-07-21,-16.45108,-71.55627,-16.361829999999998,-71.57712,14515.0,1681.0,Arequipa,Arequipa
602,124091921,2021-07-27,-12.17106,-76.93018,-12.3162,-76.84974,26931.0,2445.0,Lima,Lima
603,124089810,2021-07-22,-12.05771,-77.03728,-12.02773,-76.92452,20642.0,2277.0,Lima,Lima
604,124090107,2021-07-22,-13.42426,-76.13197,-13.42063,-76.15742,3338.0,571.0,Ica,Ica
605,124088874,2021-07-20,-12.94639,-76.38345,-12.62433,-76.68491999999999,65604.0,3224.0,Lima,Lima
606,124091857,2021-07-26,-11.97346,-77.07671,-12.0723,-77.08404,12457.0,1884.0,Lima,Lima
607,124093078,2021-07-31,-11.97661,-76.77335,-11.9839,-76.80134000000001,7232.0,720.0,Lima,Lima
608,124089643,2021-07-21,-12.05181,-77.09077,-12.09703,-77.01241999999999,13488.0,1737.0,,Lima
609,124089532,2021-07-21,-12.11982,-76.99744,-12.10243,-77.01172,4473.0,746.0,Lima,Lima
610,124090205,2021-07-22,-11.96686,-77.12447,-12.02213,-76.94122,32114.0,3632.0,,Lima
611,124089653,2021-07-21,-5.201519,-80.64629,-5.22028,-80.09782,78163.0,4175.0,Departamento de Piura,Departamento de Piura
612,124092245,2021-07-28,-12.94219,-76.38586,-12.5838,-76.70954,81196.0,4181.0,Lima,Lima
613,124089960,2021-07-19,-8.422057,-74.56334,-8.4114,-74.62751999999999,15839.0,1627.0,Ucayali,Ucayali
614,124089750,2021-07-21,-6.765688,-79.87012,-6.278359999999999,-79.59952,77124.0,5555.0,Lambayeque,Lambayeque
615,124089162,2021-07-20,-16.6007,-72.76963,-16.40973,-73.22962,67910.0,4212.0,Arequipa,Arequipa
616,124091890,2021-07-27,-12.94218,-76.38596,-13.051,-76.19384000000001,38451.0,3599.0,Lima,Lima
617,124093442,2021-08-01,-12.01073,-77.08926,-12.2207,-76.94534,37924.0,3490.0,Lima,Lima
618,124090547,2021-07-23,-12.99766,-76.39127,-13.0122,-76.46924,20465.0,1940.0,Lima,Lima
619,124091197,2021-07-25,-12.22664,-76.97025,-12.2527,-76.90524,10898.0,924.0,Lima,Lima
620,124092877,2021-07-30,-5.218411,-80.62947,-4.91993,-80.96524000000001,84366.0,4371.0,Departamento de Piura,Departamento de Piura
621,124089693,2021-07-21,-12.15577,-76.98005,-12.19143,-76.96602,5169.0,671.0,Lima,Lima
622,124090156,2021-07-22,-11.96503,-77.12262,-12.02213,-76.95572,30193.0,2744.0,,Lima
623,124091761,2021-07-26,-15.83813,-70.02049,-14.0715,-70.44874,253283.0,14342.0,Puno,Puno
624,124092879,2021-07-30,-5.201528,-80.6463,-4.92536,-80.34604,82582.0,5283.0,Departamento de Piura,Departamento de Piura
625,124091918,2021-07-27,-12.17106,-76.93018,-12.3168,-76.84384,26931.0,2445.0,Lima,Lima
626,124093532,2021-08-01,-12.01842,-77.10175,-12.0265,-77.00644,13329.0,1733.0,,Lima
627,124092632,2021-07-30,-11.97994,-77.10689,-12.0233,-76.99174000000001,19215.0,2256.0,Lima,Lima
628,124090404,2021-07-23,-5.204499,-80.64362,-5.2177,-80.63394000000001,4746.0,699.0,Departamento de Piura,Departamento de Piura
629,124088831,2021-07-20,-8.083442,-79.02851,-8.09667,-79.01172,3039.0,588.0,La Libertad,La Libertad
630,124090336,2021-07-23,-3.55853,-80.41895,-4.12984,-81.09744,114663.0,8540.0,Tumbes,Departamento de Piura
631,124092999,2021-07-30,-11.99401,-75.26401,-12.095,-75.20954,15643.0,2583.0,Junín,Junín
632,124093463,2021-08-01,-7.161894,-78.50888,-7.26397,-78.27394000000001,46600.0,5648.0,Cajamarca,Cajamarca
633,124092521,2021-07-29,-11.11833,-77.61066,-11.1278,-77.60244,2030.0,351.0,Lima,Lima
634,124090361,2021-07-23,-12.15582,-76.97999,-12.0766,-77.03624,16966.0,1539.0,Lima,Lima
635,124091599,2021-07-26,-11.41688,-75.69789,-11.2729,-75.65874000000001,64489.0,8847.0,Junín,Junín
636,124089001,2021-07-20,-12.04111,-77.1012,-12.05183,-77.05691999999999,7285.0,1114.0,,Lima
637,124092113,2021-07-27,-12.15574,-76.98003,-12.0936,-76.99024,9086.0,787.0,Lima,Lima
638,124091596,2021-07-26,-16.42566,-71.51477,-16.6289,-72.71744000000001,176528.0,10370.0,Arequipa,Arequipa
639,124092688,2021-07-30,-9.536955,-77.53107,-9.52565,-77.50644,3885.0,757.0,Ancash,Ancash
640,124091762,2021-07-26,-11.965,-77.12263,-11.9634,-76.98764,28497.0,4009.0,,Lima
641,124091258,2021-07-25,-12.02303,-77.02366,-12.1411,-76.99014,22629.0,2373.0,Lima,Lima
642,124092891,2021-07-30,-8.094972,-78.99693,-7.83834,-78.74954000000001,61795.0,6919.0,La Libertad,La Libertad
643,124089699,2021-07-21,-13.14583,-74.19579,-13.17233,-74.22771999999999,6131.0,1370.0,Ayacucho,Ayacucho
644,124090207,2021-07-22,-13.13011,-74.22989,-12.94703,-74.25412,50090.0,4601.0,Ayacucho,Ayacucho
645,124089945,2021-07-19,-9.88819,-76.21487,-9.87326,-76.02372,42061.0,3996.0,Huánuco,Huánuco
646,124092374,2021-07-28,-12.04146,-75.22377,-11.9293,-75.32574000000001,18873.0,2023.0,Junín,Junín
647,124090073,2021-07-22,-12.15583,-76.98,-12.07283,-77.03802,17283.0,1582.0,Lima,Lima
648,124088745,2021-07-19,-12.15556,-76.97968,-12.21753,-76.94762,8837.0,1118.0,Lima,Lima
649,124091119,2021-07-25,-14.69216,-74.13892,-14.8405,-74.93534,188829.0,16107.0,Ayacucho,Ica
650,124093424,2021-08-01,-18.0413,-70.28057,-18.0596,-70.20384,11596.0,1607.0,Tacna,Tacna
651,124091911,2021-07-27,-12.94959,-76.37708,-12.4164,-76.76114,96186.0,4562.0,Lima,Lima
652,124088504,2021-07-19,-12.15567,-76.97986,-12.09393,-76.98892,8844.0,768.0,Lima,Lima
653,124091622,2021-07-26,-12.15572,-76.98003,-12.1052,-76.95394,8940.0,1023.0,Lima,Lima
654,124093516,2021-08-01,-5.716415,-78.7984,-6.36524,-78.82814,114164.0,10260.0,Cajamarca,Cajamarca
655,124092099,2021-07-27,-12.94218,-76.38596,-12.7548,-76.63424,45471.0,2710.0,Lima,Lima
656,124091344,2021-07-26,-11.98611,-77.00695,-12.1932,-76.95744,28151.0,2837.0,Lima,Lima
657,124091060,2021-07-25,-9.53672,-77.53127,-9.52565,-77.50644,3954.0,767.0,Ancash,Ancash
658,124091352,2021-07-26,-15.49008,-70.13213,-15.3033,-70.26104000000001,26982.0,1694.0,Puno,Puno
659,124092274,2021-07-28,-12.07127,-77.02776,-11.985,-77.13264000000001,21273.0,2510.0,Lima,
660,124092516,2021-07-29,-12.01476,-77.08812,-12.1672,-76.94664,33530.0,3281.0,,Lima
661,124091193,2021-07-25,-8.12042,-79.02032,-8.04841,-79.06494,10012.0,1514.0,La Libertad,La Libertad
662,124091916,2021-07-27,-12.17106,-76.93018,-12.4683,-76.77824,51737.0,3583.0,Lima,Lima
663,124089484,2021-07-21,-12.01944,-77.10163,-12.06173,-77.03941999999999,12325.0,1690.0,,Lima
664,124087876,2021-07-19,-6.759031,-79.83132,-6.76782,-79.82592,1589.0,394.0,Lambayeque,Lambayeque
665,124092246,2021-07-28,-9.967513,-76.24838,-10.7036,-76.25834,118465.0,9871.0,Huánuco,Pasco
666,124092836,2021-07-30,-5.201528,-80.6463,-4.90051,-80.68794,42394.0,2386.0,Departamento de Piura,Departamento de Piura
667,124093324,2021-08-01,-12.01073,-77.08926,-12.2035,-76.97834,34605.0,3027.0,Lima,Lima
668,124089099,2021-07-20,-6.766499,-79.86717,-6.486949999999999,-79.82531999999999,38718.0,3361.0,Lambayeque,Lambayeque
669,124092404,2021-07-28,-13.48045,-76.1376,-13.7256,-76.22144,36209.0,2204.0,Ica,Ica
670,124091750,2021-07-26,-11.9651,-77.12276,-11.974,-77.09714000000001,4071.0,1031.0,,Lima
671,124091224,2021-07-25,-11.96664,-77.12303,-12.0623,-77.04434,19112.0,2505.0,,Lima
672,124093450,2021-08-01,-11.99406,-75.26413,-11.8272,-75.61764000000001,59834.0,4031.0,Junín,Junín
673,124091042,2021-07-25,-16.41647,-71.49827,-16.413700000000002,-71.54754,6748.0,1102.0,Arequipa,Arequipa
674,124090502,2021-07-23,-16.33412,-71.59857,-16.4261,-71.54134,16475.0,2126.0,Arequipa,Arequipa
675,124092663,2021-07-30,-11.96504,-77.12262,-12.06,-77.02124,25898.0,2863.0,,Lima
676,124093451,2021-08-01,-11.99406,-75.26413,-11.7826,-75.69414,70490.0,4607.0,Junín,Junín
677,124092250,2021-07-28,-13.48045,-76.1376,-13.6836,-76.16484,24383.0,1382.0,Ica,Ica
678,124092148,2021-07-27,-12.15559,-76.9799,-12.1422,-77.03184,12665.0,1448.0,Lima,Lima
679,124088998,2021-07-20,-11.96527,-77.12282,-12.01483,-76.92452,35956.0,3191.0,,Lima
680,124089352,2021-07-21,-12.09797,-76.9733,-12.10563,-76.97822,1833.0,336.0,Lima,Lima
681,124092698,2021-07-30,-12.22938,-76.91759,-12.0157,-76.89454,38822.0,3510.0,Lima,Lima
682,124093415,2021-08-01,-11.96516,-77.12267,-11.9338,-77.07904,10591.0,1906.0,,Lima
683,124092636,2021-07-30,-12.15558,-76.97984,-12.2502,-76.95264,14036.0,1292.0,Lima,Lima
684,124088682,2021-07-19,-17.20612,-70.95212,-17.73143,-71.29352,94492.0,4516.0,Moquegua,Moquegua
685,124090760,2021-07-24,-12.15131,-76.97981,-12.1552,-76.94994,3930.0,742.0,Lima,Lima
686,124092446,2021-07-29,-12.14783,-76.98266,-12.0743,-77.01384,13260.0,1268.0,Lima,Lima
687,124089324,2021-07-21,-10.7364,-75.26687,-11.13623,-75.34952,65350.0,5788.0,Pasco,Junín
688,124089635,2021-07-21,-13.66353,-73.39783,-14.10393,-72.66972,238293.0,18603.0,Apurímac,Apurímac
689,124093154,2021-07-31,-11.96551,-77.12271,-12.0702,-77.13524000000001,13710.0,1767.0,,
690,124091720,2021-07-26,-7.982903,-79.06487,-8.1188,-79.01924000000001,42534.0,2904.0,La Libertad,La Libertad
691,124093042,2021-07-30,-14.8369,-74.94228,-14.0737,-75.73694,147490.0,8519.0,Ica,Ica
692,124091084,2021-07-25,-11.41697,-75.69789,-11.2729,-75.65874000000001,64488.0,8847.0,Junín,Junín
693,124092313,2021-07-28,-16.45166,-71.51167,-16.4151,-71.54034,6777.0,1038.0,Arequipa,Arequipa
694,124091635,2021-07-26,-9.072358,-78.59783,-8.896840000000001,-78.57174,26371.0,2355.0,Ancash,Ancash
695,124088301,2021-07-19,-13.1301,-74.2299,-12.91343,-74.02502,95710.0,8462.0,Ayacucho,Ayacucho
696,124091068,2021-07-25,-16.59929,-72.76965,-16.5583,-72.60524000000001,35843.0,2972.0,Arequipa,Arequipa
697,124092885,2021-07-30,-5.201528,-80.6463,-4.69687,-81.06274,91617.0,5286.0,Departamento de Piura,Departamento de Piura
698,124091606,2021-07-26,-12.94504,-76.38577,-12.9005,-76.51674,37390.0,2108.0,Lima,
699,124091953,2021-07-27,-5.201547,-80.64637,-5.206969999999999,-80.64314,878.0,177.0,Departamento de Piura,Departamento de Piura
700,124089613,2021-07-21,-11.96509,-77.12273,-12.05223,-77.05752,18336.0,2249.0,,Lima
701,124089708,2021-07-21,-3.792158,-73.30407,-3.81293,-73.34591999999999,8013.0,1258.0,Loreto,Loreto
702,124090709,2021-07-24,-12.07239,-77.03764,-12.0895,-76.99344,7180.0,786.0,Lima,Lima
703,124092285,2021-07-28,-5.201542,-80.64635,-5.09723,-81.09614,59323.0,2888.0,Departamento de Piura,Departamento de Piura
704,124092155,2021-07-27,-5.201547,-80.64637,-4.905349999999999,-80.69174000000001,41245.0,2239.0,Departamento de Piura,Departamento de Piura
705,124092797,2021-07-30,-6.775546,-79.83973,-6.78048,-79.85804,2366.0,404.0,Lambayeque,Lambayeque
706,124089326,2021-07-21,-11.96692,-77.12196,-12.00393,-77.11822,6310.0,900.0,,
707,124091678,2021-07-26,-12.15582,-76.98003,-12.1048,-77.03964,16978.0,1525.0,Lima,Lima
708,124092720,2021-07-30,-13.16509,-74.21449,-13.1693,-74.24234,5336.0,1107.0,Ayacucho,Ayacucho
709,124089864,2021-07-22,-16.43739,-71.5208,-16.465629999999997,-71.54621999999999,4605.0,807.0,Arequipa,Arequipa
710,124090920,2021-07-24,-9.536613,-77.53134,-9.08191,-78.57734,202661.0,14743.0,Ancash,Ancash
711,124089949,2021-07-22,-12.11721,-77.04403,-12.06113,-77.04842,9988.0,1413.0,Lima,Lima
712,124088887,2021-07-20,-16.38556,-71.54851,-16.41463,-71.55342,4171.0,690.0,Arequipa,Arequipa
713,124092137,2021-07-27,-6.765628,-79.87019,-6.76553,-79.87224,429.0,118.0,Lambayeque,Lambayeque
714,124092328,2021-07-28,-13.13048,-74.22986,-13.1795,-74.22994,7682.0,1760.0,Ayacucho,Ayacucho
715,124093240,2021-07-31,-11.11552,-77.6105,-11.4447,-77.34254,66684.0,3269.0,Lima,Lima
716,124089928,2021-07-19,-9.127098,-78.52545,-9.21761,-78.47152,15267.0,1206.0,Ancash,Ancash
717,124089603,2021-07-21,-12.11982,-76.99744,-12.19333,-76.95782,12274.0,1323.0,Lima,Lima
718,124093497,2021-08-01,-11.97649,-77.01447,-12.1381,-77.02574,21277.0,2441.0,Lima,Lima
719,124090883,2021-07-24,-12.1893,-76.92787,-12.1847,-77.02374,22440.0,3268.0,Lima,Lima
720,124088586,2021-07-19,-7.317968,-79.48029,-7.239619999999999,-79.42242,18096.0,1664.0,La Libertad,La Libertad
721,124091769,2021-07-26,-9.891726,-76.21,-9.9498,-76.25964,9678.0,1679.0,Huánuco,Huánuco
722,124092134,2021-07-27,-16.38556,-71.54858,-16.3447,-71.55394,6226.0,940.0,Arequipa,Arequipa
723,124091667,2021-07-26,-11.96515,-77.12242,-11.7872,-77.18634,28864.0,2840.0,,Lima
724,124090003,2021-07-22,-3.558628,-80.41908,-3.57755,-80.45382,9845.0,1116.0,Tumbes,Tumbes
725,124090389,2021-07-23,-14.04084,-75.69915,-14.078,-75.74014,7638.0,1177.0,Ica,Ica
726,124090226,2021-07-22,-11.96503,-77.12262,-12.03923,-77.08242,15260.0,1735.0,,
727,124088621,2021-07-19,-8.129133,-79.04179,-8.133650000000001,-79.03322,1387.0,326.0,La Libertad,La Libertad
728,124091638,2021-07-26,-9.098515,-78.56924,-8.896840000000001,-78.57174,27212.0,2791.0,Ancash,Ancash
729,124092752,2021-07-30,-14.8369,-74.94228,-14.8863,-74.99414,8491.0,652.0,Ica,Ica
730,124090947,2021-07-24,-3.483565,-80.26134,-4.258859999999999,-81.21684,157820.0,10489.0,Tumbes,Departamento de Piura
731,124087930,2021-07-19,-13.54007,-71.92638,-13.53583,-71.95082,3266.0,577.0,Cusco,Cusco
732,124091198,2021-07-25,-15.83864,-70.01981,-14.641,-69.45514,205436.0,14100.0,Puno,Puno
733,124092221,2021-07-28,-12.06754,-77.15733,-12.0749,-77.16444,1356.0,273.0,,
734,124092945,2021-07-30,-3.558845,-80.41836,-4.69687,-81.06274,203534.0,12296.0,Tumbes,Departamento de Piura
735,124091613,2021-07-26,-9.098515,-78.56924,-9.13071,-78.50414,9822.0,1133.0,Ancash,Ancash
736,124091138,2021-07-25,-16.33482,-71.54861,-16.3219,-71.61024,9510.0,1287.0,Arequipa,Arequipa
737,124089646,2021-07-21,-12.00283,-77.11545,-11.87813,-77.01862,20783.0,2539.0,,Lima
738,124090560,2021-07-23,-17.99194,-70.25442,-18.0513,-70.26104000000001,8866.0,1241.0,Tacna,Tacna
739,124088915,2021-07-19,-7.317968,-79.48029,-8.49731,-78.67962,189623.0,12188.0,La Libertad,La Libertad
740,124089120,2021-07-20,-12.15576,-76.97988,-12.16813,-76.99692,4446.0,668.0,Lima,Lima
741,124091712,2021-07-26,-11.96514,-77.12267,-11.9902,-77.06304,8646.0,1671.0,,Lima
742,124092084,2021-07-27,-13.39153,-76.14541,-13.7208,-76.14964,45014.0,2503.0,Ica,Ica
